area_code,area,item_code,item,comm_code,comm_group,group
37,Central African Republic,2732,Mutton & Goat Meat,c114,Meat,Livestock products
37,Central African Republic,2733,Pigmeat,c115,Meat,Livestock products
37,Central African Republic,2734,Poultry Meat,c116,Meat,Livestock products
37,Central African Republic,2735,"Meat, Other",c117,Meat,Livestock products
37,Central African Republic,2736,"Offals, Edible",c118,Meat,Livestock products
37,Central African Republic,2737,"Fats, Animals, Raw",c119,Animal fats,Livestock products
37,Central African Republic,2748,Hides and skins,c120,"Hides, skins, wool",Livestock products
37,Central African Republic,2745,Honey,c121,Honey,Livestock products
37,Central African Republic,2747,Silk,c122,"Hides, skins, wool",Livestock products
37,Central African Republic,2960,"Fish, Seafood",c123,Fish,Fish
38,Sri Lanka,2807,Rice and products,c001,Cereals,Primary crops
38,Sri Lanka,2511,Wheat and products,c002,Cereals,Primary crops
38,Sri Lanka,2513,Barley and products,c003,Cereals,Primary crops
38,Sri Lanka,2514,Maize and products,c004,Cereals,Primary crops
38,Sri Lanka,2515,Rye and products,c005,Cereals,Primary crops
38,Sri Lanka,2516,Oats,c006,Cereals,Primary crops
38,Sri Lanka,2517,Millet and products,c007,Cereals,Primary crops
38,Sri Lanka,2518,Sorghum and products,c008,Cereals,Primary crops
38,Sri Lanka,2520,"Cereals, Other",c009,Cereals,Primary crops
38,Sri Lanka,2531,Potatoes and products,c010,Roots and tubers,Primary crops
38,Sri Lanka,2532,Cassava and products,c011,Roots and tubers,Primary crops
38,Sri Lanka,2533,Sweet potatoes,c012,Roots and tubers,Primary crops
38,Sri Lanka,2534,"Roots, Other",c013,Roots and tubers,Primary crops
38,Sri Lanka,2535,Yams,c014,Roots and tubers,Primary crops
38,Sri Lanka,2536,Sugar cane,c015,Sugar crops,Primary crops
38,Sri Lanka,2537,Sugar beet,c016,Sugar crops,Primary crops
38,Sri Lanka,2546,Beans,c017,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2547,Peas,c018,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2549,"Pulses, Other and products",c019,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2551,Nuts and products,c020,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2555,Soyabeans,c021,Oil crops,Primary crops
38,Sri Lanka,2552,Groundnuts,c022,Oil crops,Primary crops
38,Sri Lanka,2557,Sunflower seed,c023,Oil crops,Primary crops
38,Sri Lanka,2558,Rape and Mustardseed,c024,Oil crops,Primary crops
38,Sri Lanka,328,Seed cotton,c025,Oil crops,Primary crops
38,Sri Lanka,2560,Coconuts - Incl Copra,c026,Oil crops,Primary crops
38,Sri Lanka,2561,Sesame seed,c027,Oil crops,Primary crops
38,Sri Lanka,254,"Oil, palm fruit",c028,Oil crops,Primary crops
38,Sri Lanka,2563,Olives (including preserved),c029,Oil crops,Primary crops
38,Sri Lanka,2570,"Oilcrops, Other",c030,Oil crops,Primary crops
38,Sri Lanka,2601,Tomatoes and products,c031,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2602,Onions,c032,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2605,"Vegetables, Other",c033,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2611,"Oranges, Mandarines",c034,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2612,"Lemons, Limes and products",c035,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2613,Grapefruit and products,c036,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2614,"Citrus, Other",c037,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2615,Bananas,c038,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2616,Plantains,c039,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2617,Apples and products,c040,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2618,Pineapples and products,c041,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2619,Dates,c042,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2620,Grapes and products (excl wine),c043,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2625,"Fruits, Other",c044,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2630,Coffee and products,c045,"Coffee, tea, cocoa",Primary crops
38,Sri Lanka,2633,Cocoa Beans and products,c046,"Coffee, tea, cocoa",Primary crops
38,Sri Lanka,2635,Tea (including mate),c047,"Coffee, tea, cocoa",Primary crops
38,Sri Lanka,677,Hops,c048,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2640,Pepper,c049,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2641,Pimento,c050,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2642,Cloves,c051,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2645,"Spices, Other",c052,"Vegetables, fruit, nuts, pulses, spices",Primary crops
38,Sri Lanka,2662,Jute,c053,Fibre crops,Primary crops
38,Sri Lanka,2663,Jute-Like Fibres,c054,Fibre crops,Primary crops
38,Sri Lanka,2664,"Soft-Fibres, Other",c055,Fibre crops,Primary crops
38,Sri Lanka,2665,Sisal,c056,Fibre crops,Primary crops
38,Sri Lanka,2666,Abaca,c057,Fibre crops,Primary crops
38,Sri Lanka,2667,"Hard Fibres, Other",c058,Fibre crops,Primary crops
38,Sri Lanka,2671,Tobacco,c059,"Tobacco, rubber",Primary crops
38,Sri Lanka,2672,Rubber,c060,"Tobacco, rubber",Primary crops
38,Sri Lanka,2000,Fodder crops,c061,Fodder crops,Primary crops
38,Sri Lanka,2001,Grazing,c062,Grazing,Primary crops
38,Sri Lanka,2559,Cottonseed,c063,Fibre crops,Crop products
38,Sri Lanka,2562,Palm kernels,c064,Oil crops,Crop products
38,Sri Lanka,2541,Sugar non-centrifugal,c065,"Sugar, sweeteners",Crop products
38,Sri Lanka,2542,Sugar (Raw Equivalent),c066,"Sugar, sweeteners",Crop products
38,Sri Lanka,2543,"Sweeteners, Other",c067,"Sugar, sweeteners",Crop products
38,Sri Lanka,2571,Soyabean Oil,c068,Vegetable oils,Crop products
38,Sri Lanka,2572,Groundnut Oil,c069,Vegetable oils,Crop products
38,Sri Lanka,2573,Sunflowerseed Oil,c070,Vegetable oils,Crop products
38,Sri Lanka,2574,Rape and Mustard Oil,c071,Vegetable oils,Crop products
38,Sri Lanka,2575,Cottonseed Oil,c072,Vegetable oils,Crop products
38,Sri Lanka,2576,Palmkernel Oil,c073,Vegetable oils,Crop products
38,Sri Lanka,2577,Palm Oil,c074,Vegetable oils,Crop products
38,Sri Lanka,2578,Coconut Oil,c075,Vegetable oils,Crop products
38,Sri Lanka,2579,Sesameseed Oil,c076,Vegetable oils,Crop products
38,Sri Lanka,2580,Olive Oil,c077,Vegetable oils,Crop products
38,Sri Lanka,2581,Ricebran Oil,c078,Vegetable oils,Crop products
38,Sri Lanka,2582,Maize Germ Oil,c079,Vegetable oils,Crop products
38,Sri Lanka,2586,"Oilcrops Oil, Other",c080,Vegetable oils,Crop products
38,Sri Lanka,2590,Soyabean Cake,c081,Oil cakes,Crop products
38,Sri Lanka,2591,Groundnut Cake,c082,Oil cakes,Crop products
38,Sri Lanka,2592,Sunflowerseed Cake,c083,Oil cakes,Crop products
38,Sri Lanka,2593,Rape and Mustard Cake,c084,Oil cakes,Crop products
38,Sri Lanka,2594,Cottonseed Cake,c085,Oil cakes,Crop products
38,Sri Lanka,2595,Palmkernel Cake,c086,Oil cakes,Crop products
38,Sri Lanka,2596,Copra Cake,c087,Oil cakes,Crop products
38,Sri Lanka,2597,Sesameseed Cake,c088,Oil cakes,Crop products
38,Sri Lanka,2598,"Oilseed Cakes, Other",c089,Oil cakes,Crop products
38,Sri Lanka,2655,Wine,c090,Alcohol,Crop products
38,Sri Lanka,2656,Beer,c091,Alcohol,Crop products
38,Sri Lanka,2657,"Beverages, Fermented",c092,Alcohol,Crop products
38,Sri Lanka,2658,"Beverages, Alcoholic",c093,Alcohol,Crop products
38,Sri Lanka,2659,"Alcohol, Non-Food",c094,Ethanol,Crop products
38,Sri Lanka,2661,Cotton lint,c095,Fibre crops,Crop products
38,Sri Lanka,866,Cattle,c096,Live animals,Livestock
38,Sri Lanka,946,Buffaloes,c097,Live animals,Livestock
38,Sri Lanka,976,Sheep,c098,Live animals,Livestock
38,Sri Lanka,1016,Goats,c099,Live animals,Livestock
38,Sri Lanka,1034,Pigs,c100,Live animals,Livestock
38,Sri Lanka,2029,Poultry Birds,c101,Live animals,Livestock
38,Sri Lanka,1096,Horses,c102,Live animals,Livestock
38,Sri Lanka,1107,Asses,c103,Live animals,Livestock
38,Sri Lanka,1110,Mules,c104,Live animals,Livestock
38,Sri Lanka,1126,Camels,c105,Live animals,Livestock
38,Sri Lanka,1157,"Camelids, other",c106,Live animals,Livestock
38,Sri Lanka,1140,Rabbits and hares,c107,Live animals,Livestock
38,Sri Lanka,1150,"Rodents, other",c108,Live animals,Livestock
38,Sri Lanka,2848,Milk - Excluding Butter,c109,Milk,Livestock products
38,Sri Lanka,2740,"Butter, Ghee",c110,Milk,Livestock products
38,Sri Lanka,2744,Eggs,c111,Eggs,Livestock products
38,Sri Lanka,2746,Wool (Clean Eq.),c112,"Hides, skins, wool",Livestock products
38,Sri Lanka,2731,Bovine Meat,c113,Meat,Livestock products
38,Sri Lanka,2732,Mutton & Goat Meat,c114,Meat,Livestock products
38,Sri Lanka,2733,Pigmeat,c115,Meat,Livestock products
38,Sri Lanka,2734,Poultry Meat,c116,Meat,Livestock products
38,Sri Lanka,2735,"Meat, Other",c117,Meat,Livestock products
38,Sri Lanka,2736,"Offals, Edible",c118,Meat,Livestock products
38,Sri Lanka,2737,"Fats, Animals, Raw",c119,Animal fats,Livestock products
38,Sri Lanka,2748,Hides and skins,c120,"Hides, skins, wool",Livestock products
38,Sri Lanka,2745,Honey,c121,Honey,Livestock products
38,Sri Lanka,2747,Silk,c122,"Hides, skins, wool",Livestock products
38,Sri Lanka,2960,"Fish, Seafood",c123,Fish,Fish
39,Chad,2807,Rice and products,c001,Cereals,Primary crops
39,Chad,2511,Wheat and products,c002,Cereals,Primary crops
39,Chad,2513,Barley and products,c003,Cereals,Primary crops
39,Chad,2514,Maize and products,c004,Cereals,Primary crops
39,Chad,2515,Rye and products,c005,Cereals,Primary crops
39,Chad,2516,Oats,c006,Cereals,Primary crops
39,Chad,2517,Millet and products,c007,Cereals,Primary crops
39,Chad,2518,Sorghum and products,c008,Cereals,Primary crops
39,Chad,2520,"Cereals, Other",c009,Cereals,Primary crops
39,Chad,2531,Potatoes and products,c010,Roots and tubers,Primary crops
39,Chad,2532,Cassava and products,c011,Roots and tubers,Primary crops
39,Chad,2533,Sweet potatoes,c012,Roots and tubers,Primary crops
39,Chad,2534,"Roots, Other",c013,Roots and tubers,Primary crops
39,Chad,2535,Yams,c014,Roots and tubers,Primary crops
39,Chad,2536,Sugar cane,c015,Sugar crops,Primary crops
39,Chad,2537,Sugar beet,c016,Sugar crops,Primary crops
39,Chad,2546,Beans,c017,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2547,Peas,c018,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2549,"Pulses, Other and products",c019,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2551,Nuts and products,c020,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2555,Soyabeans,c021,Oil crops,Primary crops
39,Chad,2552,Groundnuts,c022,Oil crops,Primary crops
39,Chad,2557,Sunflower seed,c023,Oil crops,Primary crops
39,Chad,2558,Rape and Mustardseed,c024,Oil crops,Primary crops
39,Chad,328,Seed cotton,c025,Oil crops,Primary crops
39,Chad,2560,Coconuts - Incl Copra,c026,Oil crops,Primary crops
39,Chad,2561,Sesame seed,c027,Oil crops,Primary crops
39,Chad,254,"Oil, palm fruit",c028,Oil crops,Primary crops
39,Chad,2563,Olives (including preserved),c029,Oil crops,Primary crops
39,Chad,2570,"Oilcrops, Other",c030,Oil crops,Primary crops
39,Chad,2601,Tomatoes and products,c031,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2602,Onions,c032,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2605,"Vegetables, Other",c033,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2611,"Oranges, Mandarines",c034,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2612,"Lemons, Limes and products",c035,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2613,Grapefruit and products,c036,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2614,"Citrus, Other",c037,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2615,Bananas,c038,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2616,Plantains,c039,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2617,Apples and products,c040,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2618,Pineapples and products,c041,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2619,Dates,c042,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2620,Grapes and products (excl wine),c043,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2625,"Fruits, Other",c044,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2630,Coffee and products,c045,"Coffee, tea, cocoa",Primary crops
39,Chad,2633,Cocoa Beans and products,c046,"Coffee, tea, cocoa",Primary crops
39,Chad,2635,Tea (including mate),c047,"Coffee, tea, cocoa",Primary crops
39,Chad,677,Hops,c048,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2640,Pepper,c049,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2641,Pimento,c050,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2642,Cloves,c051,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2645,"Spices, Other",c052,"Vegetables, fruit, nuts, pulses, spices",Primary crops
39,Chad,2662,Jute,c053,Fibre crops,Primary crops
39,Chad,2663,Jute-Like Fibres,c054,Fibre crops,Primary crops
39,Chad,2664,"Soft-Fibres, Other",c055,Fibre crops,Primary crops
39,Chad,2665,Sisal,c056,Fibre crops,Primary crops
39,Chad,2666,Abaca,c057,Fibre crops,Primary crops
39,Chad,2667,"Hard Fibres, Other",c058,Fibre crops,Primary crops
39,Chad,2671,Tobacco,c059,"Tobacco, rubber",Primary crops
39,Chad,2672,Rubber,c060,"Tobacco, rubber",Primary crops
39,Chad,2000,Fodder crops,c061,Fodder crops,Primary crops
39,Chad,2001,Grazing,c062,Grazing,Primary crops
39,Chad,2559,Cottonseed,c063,Fibre crops,Crop products
39,Chad,2562,Palm kernels,c064,Oil crops,Crop products
39,Chad,2541,Sugar non-centrifugal,c065,"Sugar, sweeteners",Crop products
39,Chad,2542,Sugar (Raw Equivalent),c066,"Sugar, sweeteners",Crop products
39,Chad,2543,"Sweeteners, Other",c067,"Sugar, sweeteners",Crop products
39,Chad,2571,Soyabean Oil,c068,Vegetable oils,Crop products
39,Chad,2572,Groundnut Oil,c069,Vegetable oils,Crop products
39,Chad,2573,Sunflowerseed Oil,c070,Vegetable oils,Crop products
39,Chad,2574,Rape and Mustard Oil,c071,Vegetable oils,Crop products
39,Chad,2575,Cottonseed Oil,c072,Vegetable oils,Crop products
39,Chad,2576,Palmkernel Oil,c073,Vegetable oils,Crop products
39,Chad,2577,Palm Oil,c074,Vegetable oils,Crop products
39,Chad,2578,Coconut Oil,c075,Vegetable oils,Crop products
39,Chad,2579,Sesameseed Oil,c076,Vegetable oils,Crop products
39,Chad,2580,Olive Oil,c077,Vegetable oils,Crop products
39,Chad,2581,Ricebran Oil,c078,Vegetable oils,Crop products
39,Chad,2582,Maize Germ Oil,c079,Vegetable oils,Crop products
39,Chad,2586,"Oilcrops Oil, Other",c080,Vegetable oils,Crop products
39,Chad,2590,Soyabean Cake,c081,Oil cakes,Crop products
39,Chad,2591,Groundnut Cake,c082,Oil cakes,Crop products
39,Chad,2592,Sunflowerseed Cake,c083,Oil cakes,Crop products
39,Chad,2593,Rape and Mustard Cake,c084,Oil cakes,Crop products
39,Chad,2594,Cottonseed Cake,c085,Oil cakes,Crop products
39,Chad,2595,Palmkernel Cake,c086,Oil cakes,Crop products
39,Chad,2596,Copra Cake,c087,Oil cakes,Crop products
39,Chad,2597,Sesameseed Cake,c088,Oil cakes,Crop products
39,Chad,2598,"Oilseed Cakes, Other",c089,Oil cakes,Crop products
39,Chad,2655,Wine,c090,Alcohol,Crop products
39,Chad,2656,Beer,c091,Alcohol,Crop products
39,Chad,2657,"Beverages, Fermented",c092,Alcohol,Crop products
39,Chad,2658,"Beverages, Alcoholic",c093,Alcohol,Crop products
39,Chad,2659,"Alcohol, Non-Food",c094,Ethanol,Crop products
39,Chad,2661,Cotton lint,c095,Fibre crops,Crop products
39,Chad,866,Cattle,c096,Live animals,Livestock
39,Chad,946,Buffaloes,c097,Live animals,Livestock
39,Chad,976,Sheep,c098,Live animals,Livestock
39,Chad,1016,Goats,c099,Live animals,Livestock
39,Chad,1034,Pigs,c100,Live animals,Livestock
39,Chad,2029,Poultry Birds,c101,Live animals,Livestock
39,Chad,1096,Horses,c102,Live animals,Livestock
39,Chad,1107,Asses,c103,Live animals,Livestock
39,Chad,1110,Mules,c104,Live animals,Livestock
39,Chad,1126,Camels,c105,Live animals,Livestock
39,Chad,1157,"Camelids, other",c106,Live animals,Livestock
39,Chad,1140,Rabbits and hares,c107,Live animals,Livestock
39,Chad,1150,"Rodents, other",c108,Live animals,Livestock
39,Chad,2848,Milk - Excluding Butter,c109,Milk,Livestock products
39,Chad,2740,"Butter, Ghee",c110,Milk,Livestock products
39,Chad,2744,Eggs,c111,Eggs,Livestock products
39,Chad,2746,Wool (Clean Eq.),c112,"Hides, skins, wool",Livestock products
39,Chad,2731,Bovine Meat,c113,Meat,Livestock products
39,Chad,2732,Mutton & Goat Meat,c114,Meat,Livestock products
39,Chad,2733,Pigmeat,c115,Meat,Livestock products
39,Chad,2734,Poultry Meat,c116,Meat,Livestock products
39,Chad,2735,"Meat, Other",c117,Meat,Livestock products
39,Chad,2736,"Offals, Edible",c118,Meat,Livestock products
39,Chad,2737,"Fats, Animals, Raw",c119,Animal fats,Livestock products
39,Chad,2748,Hides and skins,c120,"Hides, skins, wool",Livestock products
39,Chad,2745,Honey,c121,Honey,Livestock products
39,Chad,2747,Silk,c122,"Hides, skins, wool",Livestock products
39,Chad,2960,"Fish, Seafood",c123,Fish,Fish
40,Chile,2807,Rice and products,c001,Cereals,Primary crops
40,Chile,2511,Wheat and products,c002,Cereals,Primary crops
40,Chile,2513,Barley and products,c003,Cereals,Primary crops
40,Chile,2514,Maize and products,c004,Cereals,Primary crops
40,Chile,2515,Rye and products,c005,Cereals,Primary crops
40,Chile,2516,Oats,c006,Cereals,Primary crops
40,Chile,2517,Millet and products,c007,Cereals,Primary crops
40,Chile,2518,Sorghum and products,c008,Cereals,Primary crops
40,Chile,2520,"Cereals, Other",c009,Cereals,Primary crops
40,Chile,2531,Potatoes and products,c010,Roots and tubers,Primary crops
